singers,lyric,id,title
Min Min,"Bài hát: Một Bước Yêu Vạn *** Đau Cover - Min Min  ""Ngọn cỏ ven đường thôi mà, làm sao với được mây"" Hôm nay dành hết lầm lỗi để chia tay Tình ta từ nay vỡ đôi Một dòng nước mắt lăn chạm qua môi  Một thế giới hư ảo Nhưng thật ấm áp Em xuất hiện khiến những băng giá đời anh Bỗng dần tan đi  Cuộc đời anh đặt tên là 'Muộn Phiền' Nên làm sao *** mơ Mình may mắn được trọn vẹn cùng em Ta phải xa em mặc kệ nước mắt em rơi  Vì những nguyên do Cả đời không *** đối diện Chỉ còn vài gang tấc nhưng lại xa xôi Tình mình tựa đôi đũa lệch đành buông trôi  Cầu mong em sẽ sớm quên được tất cả Tìm thấy một người xứng đáng ở bên Từ nay duyên kiếp bỏ lại phía sau Ngày và bóng tối chẳng còn khác nhau  Chẳng có nơi nào yên bình Được như em bên anh Hạt mưa bỗng hóa thành màu nỗi đau Trời như muốn khóc ngày mình mất nhau  Có bao nhiêu đôi ngôn tình Cớ sao lìa xa mình ta? Là nhân duyên trời ban Cớ sao mình chẳng thể thành đôi  Tại sao quá ngu ngốc Bỏ lại mảnh ghép Mà đối với nhau là tất cả Còn mình thì vụn vỡ  Thế giới thực tại ồn ào vẫn thấy cô đơn Còn hai ta thì khác Chỉ nhìn thôi tim đã thấu Từ nay duyên kiếp bỏ lại phía sau  Ngày và bóng tối chẳng còn khác nhau Chẳng có nơi nào yên bình Được như em bên anh Hạt mưa bỗng hóa thành màu nỗi đau  Trời như muốn khóc ngày mình mất nhau Có bao nhiêu đôi ngôn tình Cớ sao lìa xa mình ta? Từ nay ranh giới của hai chúng ta  Là yêu nhưng không thể nào bước qua Ngọn cỏ ven đường thôi mà Làm sao với được mây Từ sau câu giã từ êm ái kia  Chẳng cơn bão lớn nào bằng bão lòng Gặp trong mơ mà cũng không *** gào lên ""Anh thương em"" ",99f95752-3e47-47ce-90ce-767dae59939e,Một Bước Yêu Vạn Dặm Đau Cover
"Mai,THDC","Người - Mai, THDC  Ngày tôi khóc oà Người đến như món quà Người đâu hay biết lòng tôi Đã lỡ yêu người Người như cánh diều Chở hồn tôi theo gió chiều Chở cả bầu trời xanh Bằng cả trái tim mình Người đã khóc vì tôi Một mình ngắm đời trôi Và như thế Thời gian cũng trôi đi mất Người hãy đến gần tôi Chỉ một phút giây mà thôi Để thấy tôi là tôi Bình yên Dù có đi về đâu Dù có đi thật lâu Người mãi in hằn sâu Trong lòng tôi Không! Không có người! Không có người Làm sao có tôi Không! Không có người! Không có người Làm sao có tôi  Verse 2: Ngày tôi khóc oà Người đến như món quà Người đừng rời xa tôi Người ơi... hãy bên tôi Người đã khóc vì tôi Một mình ngắm đời trôi Và như thế Thời gian cũng trôi đi mất Người hãy đến gần tôi Chỉ một phút giây mà thôi Để thấy tôi là tôi Bình yên Dù có đi về đâu Dù có đi thật lâu Người mãi in hằn sâu Trong lòng tôi Không! Không có người! Không có người Làm sao có tôi Không! Không có người! Không có người Làm sao có tôi. ",4b7fb5ea-562f-4fc9-ae8c-e1050724a1f8,Người
Powerk,Tôi ước tôi có thể rời đi Tôi ước cha có thể hiểu ý tôi Tôi ước tôi ở một hành tinh khác Làm người trái đất chẳng có gì hay  Ai cũng mơ có thật nhiều tiền Ai cũng mơ có thật nhều tiếng tăm Mơ thế cơ xong chỉ ngồi ba hoa Loài người chỉ thế chẳng có gì hay Lừa khắp thế gian Loài người là thế chẳng khác được đâu  Sao hôm nay trái đất vẫn quay vòng Loài người tìm nhau Ai cũng nghĩ đến mỗi bản thân mình Rồi lại hạ gục nhau Quẩn quanh thế thôi Lại chuyện nghiệp báo Đầu thai kiếp sau Mong không còn dây vào loài người  Họ muốn tôi kiếm thật nhiều tiền Rồi muốn tôi lừa lọc trần gian này Họ khiến tôi phải *** đạp người khác Luật đời là thế chẳng khác được đâu Hỡi bậc trời cao Loài người là thế chẳng khác được đâu  Sao hôm nay trái đất vẫn quay vòng Loài người tìm nhau Ai cũng nghĩ đến mỗi bản thân mình Rồi lại hạ gục nhau Quẩn quanh thế thôi Lại chuyện nghiệp báo Đầu thai kiếp sau Mong không còn dây vào loài người  Lòng này đay nghiến Ở tận sâu đáy linh hồn Ai hiểu thân ta Thương hại lấy ta Dòng đời bạc bẽo Căm hận là lẽ đơn thuần Ông giời cho ta Phận người để làm gì  Lại là tiếng đạn nổ ở lầu hai Lại một xác chết cần được đầu thai Lại là tiếng đạn nổ ở lầu hai Lại một xác chết cần được đầu thai Lại là tiếng đạn nổ ở lầu hai Lại một xác chết cần được đầu thai Lại là tiếng đạn nổ ở lầu hai Lại một xác chết cần được đầu thai Lại là tiếng đạn nổ ở lầu hai Lại một xác chết cần được đầu thai Lại là tiếng đạn nổ ở lầu hai Lại một xác chết cần được đầu thai Lại là tiếng đạn nổ ở lầu hai Lại một xác chết cần được đầu thai Lại là tiếng đạn nổ ở lầu hai Lại một xác chết cần được đầu thai  Mong không phải dây vào loài người ,054ca45b-ac7a-4f0b-8c15-2295c3e47a86,Loài Người
Hồ Trung Dũng,Lại một đêm anh thao thức Một mình anh vẫn ngóng chờ Lang thang ký ức tìm về Để biết lòng vẫn chưa quên câu thề  Và rồi em đi xa mãi Biết khi nào sẽ gặp lại Nói anh nghe những nỗi niềm Ngày mai rồi sẽ ra đi về đâu Để lại gì cho nhau  Hãy cố quên đi niềm đau em hỡi Cố quên đi giấc mộng ta luôn có đôi Cố quên dòng lệ rơi trên khóe môi Để anh biết không anh em sẽ vui cười  Và giữ cho nhau niềm tin sau cuối Giữ cho em yên bình anh mong thế thôi Dẫu trong anh lệ rơi Dẫu rã rời Làm sao níu tay em khi quá xa xôi Lại một đêm thao thức anh ngóng chờ  Muốn thấy em cười vui Lòng anh giờ đây chỉ mong thế thôi Tình yêu anh sẽ giữ mãi sâu trong lòng Vẫn chôn kín bao hi vọng Dẫu không quay về  Hãy cố quên đi niềm đau em hỡi Cố quên đi giấc mộng ta luôn có đôi Cố quên dòng lệ rơi trên khóe môi Để anh biết không anh em sẽ vui cười Và giữ cho nhau niềm tin sau cuối  Giữ cho em yên bình anh mong thế thôi Dẫu trong anh lệ rơi Dẫu rã rời Làm sao níu tay em khi quá xa xôi Lại một đêm thao thức anh ngóng chờ ,0bb81c96-78a9-4fa6-9ea2-d97ce5c2d507,Anh Mong Thế Thôi
An Nam,"Bài hát: Vẫn Như Em Ở Đây - An Nam  Tình yêu ta tan trong nước mắt Một người đi một người vấn thương Làm sao có thể giữ lại những vấn vương Tình yêu ta tan trong nước mắt Lòng vẫn yêu em như phút giây ban đầu Xuốt quãng đường dài, mà đã chia 2 vì ai. Ngày từng ngày vẫn thế Giờ từng giờ vẫn mong chờ Em sẽ quay về để nối yêu thương còn dang dở Mà chờ hoài chẳng thấy Người giờ này lạc trôi trốn đâu vậy Dể anh lẻ loi, cô đơn mà ai đâu hay. Tình yêu tan vỡ từ đây ký ức chỉ còn phút giây tay đan bàn tay Dù anh đã biết mình sai nhưng em giờ ở bên ai Muốn giữ em yêu ở lại, vì tim anh đã yêu em không yêu thêm một ai Chia ly thật rồi nhưng anh ngỡ tình mình không phai. Ngày em ra đi trái tim vẫn còn ngóng theo trong giây biệt ly Chờ đợi em đến ngày mai và bao giờ hình dung phai Nỗi nhớ trong anh còn lại và hình bóng của em theo anh tới tương lai Khi yêu một người rất khó để tình phôi phai Trong em còn gì khi con tim anh còn ... yêu em.  ",9e63dbb2-0356-473c-8431-22d9523055bb,Vẫn Như Em Ở Đây
Đăng Quân Pino,"Bài hát: Sau Chia Tay - Đăng Quân Pino  Màn hình hiện dòng tin nhắn Rằng mình cần phải chia tay ""Anh ơi em đã quá đớn đau rồi"" Dù là mình còn yêu nhau Mà lòng đầy vết cứa sâu Sao quá nhiều Níu kéo chi  Nhớ khi ta ôm nhau nghe trời mưa Nhớ khi ta đi trên con đường xưa Những đêm đưa em về Nay đã quá xa Lỡ mai đây tim em xóa nhòa hết những kí ức xưa Đừng mong sẽ là một giấc mơ tàn phai  Từng ngày thật dài trôi qua Một mình ôm niềm tiếc nuối Khi xưa anh nên cố níu em lại Dù là mình còn yêu nhau Mà sao nỡ cách xa Sao nỡ mất nhau Sao cứ thấy đau  Nhớ khi em ôm anh từ đằng sau Nhớ khi ta trao nhau một nụ hôn Khóc ai mi em ướt nhòe Anh xin lỗi nhiều Lỡ mai đây tim em xóa nhòa hết những kí ức xưa Đừng mong sẽ là một giấc mơ tàn phai  Anh không thể quên Phút giây bên cạnh em Dù em đã rời xa Cuộc sống anh giờ đây không thể thiếu đi hình bóng em  Come back home, come back home... Come back home, back home...  Lỡ mai đây tim em xóa nhòa hết những kí ức xưa Đừng mong sẽ là một giấc mơ tàn phai ",f3cf90da-bb99-44e6-a33c-aec16ff331d0,Sau Chia Tay
Đặng Trí,"Anh vẫn nhớ ngày đầu tiên em đến Như ánh nắng dành tặng giọt sương đêm Thấy thế giới xung quanh ô hay lạ lùng Người ơi sao lại tới đúng lúc con tim tôi không hề mong?  Anh đâu nghĩ mình hợp nhau đến nỗi Đôi câu nói, cười một ngày không thôi Những kí ức xưa kia như xa mờ dần Để lòng anh lại muốn bất chấp âu lo yêu thêm một lần...  PRE – CHORUS Có những điều anh chưa thể nói ra Điều xa xôi về chúng ta... Em ơi ngày sau thời gian sẽ dẫn đôi ta về đâu Chỉ mong giờ bên cạnh nhau em sẽ không quên...  CHORUS Từ ngày đầu tiên như thế Những tối anh đưa em về Mình chọn cùng đi những lối thật dài Nhìn lại trời đã ban mai...  Chuyện mình làm sao viết hết Những tháng năm dành bên nhau thật thà Ánh mắt em như đưa anh về nhà... Dù người vững chãi hay còn chơi vơi Dù nhiều bão tố gian nan đường đời Ít nhất luôn có anh thương em... nhiều nhất!  VERSE 2 Dẫu đã biết chẳng một ai giữ mãi Những cảm xúc từ thuở đầu si mê Thế mới nói bên em ôi sao thật lạ Càng làm anh được muốn ở mãi nơi đây không bao giờ xa  Em vẫn thế... người anh yêu vẫn thế! Luôn ấm áp và tràn đầy đam mê Vẫn thích cách em luôn quan tâm mọi người Và niềm ân cần dẫu những tháng năm trôi cũng không hề vơi  PRE – CHORUS Có những điều anh chưa thể nói ra Điều xa xôi về chúng ta... Em ơi ngày sau thời gian sẽ dẫn đôi ta về đâu Chỉ mong giờ bên cạnh nhau em sẽ không quên...  CHORUS Từ ngày đầu tiên như thế Những tối anh đưa em về Mình chọn cùng đi những lối thật dài Nhìn lại trời đã ban mai...  Chuyện mình làm sao viết hết Những tháng năm dành bên nhau thật thà Ánh mắt em như đưa anh về nhà... Dù người vững chãi hay còn chơi vơi Dù nhiều bão tố gian nan đường đời Ít nhất luôn có anh thương em... nhiều nhất!  CHORUS Từ ngày đầu tiên như thế Cho đến mai sau có thể Được cùng em đi hết quãng đường dài Hôn em chào mỗi ban mai...  Chuyện mình làm sao viết hết Những tháng năm dành bên nhau thật thà Ánh mắt em như đưa anh về nhà... Dù người vững chãi hay còn chơi vơi Dù nhiều bão tố gian nan đường đời Ít nhất luôn có anh thương em... nhiều nhất!  ENDING Sau này tóc có hơi bạc hơn trước Thì mình vẫn cứ yêu như bình thường Vẫn nói anh sẽ luôn thương em... nhiều nhất! ",dce1c7a3-7cf5-43c0-bf94-ae81eb2cd3ea,Em Ơi Sau Này
Charles Huỳnh,"Bài hát: Ly Cà Phê Cạnh Bên Ô Cửa Sổ - Charles Huỳnh  Từng giọt đắng, nhẹ rơi Tí tách cafe bên khung cửa sổ Vài giọt nắng, lặng yên, thầm mang Mùi hương cũ vấn vương ngày nào Chiều nay phố thưa vắng người qua Nhận ra, lòng ta cách xa Trời không mưa mà sao lặng nghe Hạt mưa vẫn rơi rớt trong tim Tháng ngày  [Pre chorus:] Đắng môi cà phê. Đắng như cuộc tình mình Đắng môi cà phê Đắng cay nào ai hay?  [Chorus:] Chuyện buồn ngày xưa đã kết thúc lâu rồi Mà sao lòng ta cứ mãi bồi hồi Những khi một mình Bên ly cà phê cạnh bên ô cửa sổ Chuyện buồn ngày xưa đã kết thúc lâu rồi Mà sao lòng ta cứ mãi còn vương Chắc là anh vẫn còn thương Vấn vương, như ly cà phê ",46114a07-15f4-4526-b20d-2418260f4c5a,Ly Cà Phê Cạnh Bên Ô Cửa Sổ
JayKii,"Ước Gì - JayKii  Ước gì anh đã không lỡ lời Ước gì ta đừng có giận hờn Để giờ đây cô đơn vắng tanh, đời anh đã vắng em rồi Ước gì cho thời gian trở lại, ước gì anh gặp em một lần  Anh sẽ nói anh luôn nhớ em, và anh chỉ có em thôi! Anh đã sống những đêm trời có ánh trăng chiếu vàng Anh đã sống những đêm ngoài kia biển ru bờ cát Ưóc gì em ở đây giờ này, ước gì em cùng anh chuyện trò  Cùng nhau nghe sóng xô ghềnh đá ngàn câu hát yên bình. Anh đã biết cô đơn là thế mỗi khi cách xa em. Từng đàn chim cuối chân trời biếc tìm nơi bình yên Ước gì em ở đây giờ này, ước gì anh được nghe giọng cười  Và hơi ấm đã bao ngày qua mình luôn sát vai kề Anh xa em đã bao ngày rồi nghe như tháng năm dần trôi Đi xa anh nhớ em thật nhiều Này người, người yêu anh hỡi!  Ước gì anh đã không lỡ lời Ước gì ta đừng có giận hờn Để giờ đây cô đơn vắng tanh, đời anh đã vắng em rồi Ước gì cho thời gian trở lại, ước gì anh gặp em một lần  Anh sẽ nói anh luôn nhớ em, và anh chỉ có em thôi! Em à, một điều ước để ta vui lại bên nhau Một điều ước để tim này đừng thêm đau Giá như anh đặt mình vào em lúc ấy  Thì biết đâu bài hát này đã chẳng cần phải nên câu Vô tâm, thờ ơ, làm mình trôi theo dòng cảm xúc của những đứa trẻ thường hay mơ Hạnh phúc, bình yên nơi chỉ ta và anh cùng những ánh nến bên ly rượu van và đầy hoa hồng Anh xa em đã bao ngày rồi nghe như tháng năm dần trôi  Đi xa anh nhớ em thật nhiều Này người, người yêu anh hỡi! Ước gì anh đã không lỡ lời Ước gì ta đừng có giận hờn  Để giờ đây cô đơn vắng tanh, đời anh đã vắng em rồi Ước gì cho thời gian trở lại, ước gì anh gặp em một lần Anh sẽ nói anh luôn nhớ em, và anh chỉ có em thôi! Ước gì anh đã không lỡ lời  Ước gì ta đừng có giận hờn Để giờ đây cô đơn vắng tanh, đời anh đã vắng em rồi Ước gì cho thời gian trở lại, ước gì anh gặp em một lần Anh sẽ nói anh luôn nhớ em, và anh chỉ có em thôi! ",2d2efd27-bb09-4142-aa74-e9432d57fe52,Ước Gì
Chillies,"Bài hát: Nếu Ngày Mai Không Đến - Chillies  Con tim kia vỡ đôi Em buông câu trách móc tôi Một ngày, vì sao ta lại như vậy Ta không mang dối gian Nhưng sao tình cũng vỡ tan Từ khi, những bận lòng suy nghĩ Tiếc không em một nhành cây rất xanh Tiếc không em chuyện tình em với anh Cứ xoay đều mãi, đúng hay là sai Thời gian cứ thế vẫn trôi, và em cứ thế xa tôi  Nếu ngày mai không đến Anh xin nói một lời yêu em Yêu say đắm như lần đầu tiên Môi hôn đưa anh vào bình yên, bao ngày Nếu ngày mai không đến Những ký ức cố vùi trong tim Hay sẽ hóa tro tàn bay mất Yêu thương ấy riêng mình anh cất Giữ mê say, xin em về đây  Ta không mãi dối gian Nhưng sao tình cũng vỡ tan Từ khi, những bận lòng suy nghĩ Tiếc không em một nhành cây rất xanh Tiếc không em chuyện tình em với anh Cứ xoay đều mãi, đúng hay là sai Thời gian cứ thế vẫn trôi, và em cứ thế xa tôi  Nếu ngày mai không đến Anh xin nói một lời yêu em Yêu say đắm như lần đầu tiên Môi hôn đưa anh vào bình yên, bao ngày Nếu ngày mai không đến Những ký ức có vùi trong tim Hay sẽ hóa tro tàn bay mất Yêu thương ấy riêng mình anh cất Giữ mê say, xin em về đây ",990052c5-ae02-4f37-8a9e-12171ec4360a,Nếu Ngày Mai Không Đến
An Nam,"Bài hát: Vẫn Như Em Ở Đây (Acoustic) - An Nam  Tình yêu ta tan trong nước mắt Một người đi một người vấn thương Làm sao có thể giữ lại những vấn vương Tình yêu ta tan trong nước mắt Lòng vẫn yêu em như phút giây ban đầu Xuốt quãng đường dài, mà đã chia 2 vì ai. Ngày từng ngày vẫn thế Giờ từng giờ vẫn mong chờ Em sẽ quay về để nối yêu thương còn dang dở Mà chờ hoài chẳng thấy Người giờ này lạc trôi trốn đâu vậy Dể anh lẻ loi, cô đơn mà ai đâu hay. Tình yêu tan vỡ từ đây ký ức chỉ còn phút giây tay đan bàn tay Dù anh đã biết mình sai nhưng em giờ ở bên ai Muốn giữ em yêu ở lại, vì tim anh đã yêu em không yêu thêm một ai Chia ly thật rồi nhưng anh ngỡ tình mình không phai. Ngày em ra đi trái tim vẫn còn ngóng theo trong giây biệt ly Chờ đợi em đến ngày mai và bao giờ hình dung phai Nỗi nhớ trong anh còn lại và hình bóng của em theo anh tới tương lai Khi yêu một người rất khó để tình phôi phai Trong em còn gì khi con tim anh còn ... yêu em.  ",1cd4b5b6-46ee-409c-a093-6269235cde1e,Vẫn Như Em Ở Đây (Acoustic)
Thái Hoàng Trung,,c1d8f3ca-e27c-4924-bce2-b8340b9082fa,Việt Nam Tươi Đẹp
Thanh Hà,"Bài hát: Cô Đơn Đến Muộn Màng - Thanh Hà  Như cánh chim trời, bay phiêu lãng khắp nơi Đến những nơi chưa một lần, tim ta mong mỏi Đến rồi lại đi, dòng đời đâu nhớ nhung gì Những khuôn mặt thật lạ, chợt rất ***  Nắng mới qua thềm, hong khô tóc em mềm Mưa bỗng qua đây vội vàng, cho vai em thắm ướt Thu vừa chợt qua, lòng chợt nhung nhớ quê nhà Chợt lạnh run bàn tay, đông nay đã sang  Dòng đời cứ thế ngày dài cứ lê thê Ngàn đam mê, em trao cho người nhân thế Lòng người dối trá miệng người cứ điêu ngoa Chẳng còn ai cho em chút thật thà  Son phấn rạng ngời, sao đôi mắt em buồn Em khẽ buông nụ cười, rồi quay đi chua xót Cuộc đời cho em ngàn cay đắng ưu phiền Đến hôm nay chỉ còn là xác thân  Sân khấu tắt đèn, riêng em cứ đêm đen Ta thoáng nghe giọt lệ, long lanh khóe mắt Có buồn không em, đời ca sĩ bất hạnh Chợt nhận ra tuổi xanh, trôi đi quá nhanh  Nhìn vào khóe mắt, nhìn từng vết nhăn Thời gian đâu chờ em, xuân vội bật khóc Nhìn về dĩ vãng, chỉ còn những âm vang Đời ca sĩ cô đơn đến muộn màng ",0fff9c38-42d7-4ec1-9541-4fa458370b5d,Cô Đơn Đến Muộn Màng
Đặng Tiến Đồng,"Bài hát: Chỉ Là Người Anh Trai - Đặng Tiến Đồng  Anh không muốn em phải buồn Anh không muốn làm em tổn thương Dù cho anh đau nhưng sẽ luôn gượng cười Khi biết rằng em đang ở bên một người  Đừng bận tâm anh, anh không sao đâu mà Chỉ là bụi bay vào mắt cay lệ trào Em hãy cứ an vui bên một người Du cho người ta có hỏi em về anh  Em hãy cứ nói anh chỉ là Một người anh trai với em thôi mà Đừng có bận tâm đến anh làm gì Đừng để người ta phải nghĩ suy về em  Hãy cứ để anh phía sau em này Dõi theo bước chân của em mỗi ngày Là người anh trai luôn quan tâm em Nếu có khổ đau em hãy về bên anh ",d8a63f6f-03bc-4c5e-9521-2b38c6eff531,Chỉ Là Người Anh Trai
Trí Thịnh,,717b3635-90e8-4c24-9d54-7be7b8b6c1fc,Em Về Đi Em Cover
Đức Phúc,,b2704555-f6eb-45e4-a728-ea0b6fe6e587,Ánh Nắng Của Anh Live
Harrie,"Lời hẹn xưa, cùng mây, cùng sao Trôi vào dĩ vãng chốn xưa Để lại đây, vấn vương, xót thương Làm sao để biết ngày nào tương phùng  Vương trên làn mi, có chút sầu bi Bao yêu thương phai nhòa Hoa vô tình rơi, mây vô tình bay Người có nhớ đến ta  Bao ái ân cuồng si Tan biến theo làn sương Bao ân tình phai mờ Trôi cứ trôi dạt.... MỘNG THÀNH DUYÊN ",633eeab3-2019-4d84-940f-2c917a7982f5,Mộng Thành Duyên
Jack (G5R),"Bài hát: Màu Mắt Em - Jack (G5R)  Chờ gió lên phiêu bồng, má em thêm hồng. Phút giây thêm nồng, chợt khắc ghi trong lòng. Thành phố lấp lánh đến thế vậy mà vẫn có nhau. Nhận thấy ấm áp cũng dễ chẳng hề mà khó đâu.  Vì nắng có chói đến mấy chẳng bằng màu mắt em. Màu hoa thiên lí ôi mơ màng Thượng đế nói dối có lúc dận hờn thì vỡ tan, mình sẽ phấn đấu đến hết cuộc đời này lỡ làng. Cùng ngắm ánh sáng phía trước dù vạn *** bước chân để anh sương gió trên vai gầy.  Nếu một ngày em nói bên anh, cả bầu trời như hóa trong lành. Vẽ tình mình bằng cả xuân xanh để chấp cánh bay. Lấy hàng ngàn tinh tú trên cao, xếp thành dòng mãi mãi bên nhau. Chẳng việc gì quá khó đâu  Cho dù mai bể dâu chẳng ngại đâu anh và em vẫn nắm tay. Em đừng lo vì cuộc đời đã có anh, chăm sóc em đêm từng đêm. Luôn chở che em vì em Vì thương vì yêu nên yếu mềm.  Giọt lệ làm nhòe hàng mi rơi, xin hỡi ơi em đừng đi. Anh chẳng mong ta biệt li. Nghẹn ngào mình còn điều gì? Đưa về nhà, rồi nói với người ta, anh có em như thế nên anh sung sướng nhất đời nà.  Cài đóa hoa lên tóc nhìn em rạng rỡ mỉm cười và niềm hạnh phúc thì thật nhỏ bé nhưng là ao ước của người già. Đưa đôi bàn tay cùng anh vượt qua đại dương biển sâu, biển xanh, trùng khơi Dẫu có núi cao, cũng chẳng làm sao, vì đi cùng nhau, cũng chẳng ngại đâu Còn yêu thương là điều may mắn, mình tìm được nhau ngày đầu phượng nở  Nụ cười của em làm lòng say nắng, cả bầu trời mơ dù còn tay trắng ná naaaaaaaaaaa Tìm vụn vỡ nơi hoàng hôn ấy, bờ vai ấy sao thật nhỏ bé. Ngày em đến mưa phùn giăng lối, để anh khóc bên kia đồi. Đừng như thế anh buồn lắm đấy, giờ ngoan nhé yên định vị trí.  Để anh xếp cho cả hành lí này, dọn qua ở không á thì Em đừng lo vì cuộc đời đã có anh, chăm sóc em đêm từng đêm. Luôn chở che em vì em Vì thương vì yêu nên yếu mềm.  Giọt lệ làm nhòe hàng mi rơi, xin hỡi ơi em đừng đi. Anh chẳng mong ta biệt li Nghẹn ngào mình còn điều gì? ",92703f47-b159-44d3-a3e5-d8d91febcf55,Màu Mắt Em
"Pinkuu,Sean","Bài hát: Người Ta Bỏ Tôi Đi Mất Rồi - Pinkuu, Sean  Lặng nhìn hạt mưa tí tách ngoài kia Xóa đi nước mắt ai lặng rơi về khuya. Và cơn mưa, lại che giấu đi những nỗi buồn Rồi em lại nhớ về bao mộng mơ  Mình trao nhau những chiếc hôn đậm sâu thật lâu Em nhớ ta đã từng thề: ""Ngày mai mình bên nhau mãi mãi."" Không còn ở đây, người đi về đâu? Bỏ lại mình em chờ mong thật lâu.  Nhìn ngoài trời mưa Anh có nhớ những khi mình hẹn ước ngày xưa? Mưa phùn nhẹ tênh, lòng em nặng trĩu Xóa đi quá khứ giờ là điều vô nghĩa.  Vì giờ đây, người ta bỏ tôi đi mất rồi Không còn ở đây, người đi về đâu? Bỏ lại mình em chờ mong thật lâu. Nhưng mà giờ đây Người ta sẽ không quay về đâu ",c006331a-a79d-46b3-8e6d-b0a2a40bf327,Người Ta Bỏ Tôi Đi Mất Rồi
Addy Trần,Em từ bao lâu Anh chưa từng nói với em là em Lung linh tựa ánh nắng mặt trời Dù ngày hay đêm  Soi theo và dẫn lối anh đi Khép đôi mi lại gặp trong suy nghĩ Anh không thể nào không nghĩ tới Vì em là tia nắng  Anh không thể nào thức giấc khi không có em Vì anh nghe con tim mình đang xao xuyến bối rối Mỗi khi em vui ngàn tia nắng chói chang la la la Vì em là tia nắng  Đến bên anh sưởi ấm con tim anh giá băng Em xua tan đi màn đêm u tối khiến con tim anh bum da bum La la la you are my sunshine Anh vẫn hay thường vẽ lên bầu trời  Từng áng mây trời lững lờ như anh đang tiến về phía em Dù bầu trời kia có bao la rộng lớn biết đến dường nào Nhưng chỉ có một con đường đến trái tim em Vì em là tia nắng  Anh không thể nào thức giấc khi không có em Vì anh nghe con tim mình đang xao xuyến bối rối Mỗi khi em vui ngàn tia nắng chói chang la la la Vì em là tia nắng  Đến bên anh sưởi ấm con tim anh giá băng Em xua tan đi màn đêm u tối khiến con tim anh bum da bum La la la you are my sunshine ,94f7af8f-5925-4823-bdff-1653c0068226,Vì Em Là Tia Nắng (Mối Tình Đầu Của Tôi OST)
"Quang Linh,Vy Oanh","Bài hát: Xuân Quê Tôi - Quang Linh, Vy Oanh  Xuân quê tôi khi nào cũng vui Khắp mọi nơi gieo nụ cười Xuân bao năm nhưng xuân vẫn tươi Tết là xuân ngát trời hoa  Xuân thôn quê năm nay cũng vui Lúa đầy sân thóc đầy bồ Xuân phương xa anh mong thiết tha Hết một năm Tết về thăm  Ngày Tết quê tôi sao mà thương lắm Thâm tình của người dân Nam tôi ơi Cầu chúc muôn nơi yên bình no ấm Tiếng cười còn hoài trên môi xinh tươi  Xuân trong em trong tôi đấy thôi Dẫu có buồn lo Tết vẫn tươi cười Xuân trong quê trong ta đấy thôi Dẫu có ngàn xa Tết ta về thôi  Nắm chặt tay cất vang lời ca Dẫu có ngàn xa Tết ta về thôi ",c42dc2e7-9cab-467d-b408-54a524d3ca5b,Xuân Quê Tôi
Dig DiDzay,Đôi khi anh vẫn mong rằng mình đừng có nhau bao giờ Đôi khi anh cố tin thiên đàng ta có sẽ không thể tan Quên nhau ta cố quên nhưng càng thêm nhớ thêm thương nhiều Nước mắt cũng đã khô chẳng còn để khóc nỗi đau còn  Muộn màng là từ lúc ta chưa gặp gỡ Muộn màng là từ lúc ban sơ vừa *** Nghẹn ngào là từ lúc yêu thương vừa chớm Ta hẹn nhau cuối đời nói lời chia tay  Rồi muộn màng ta nói lỡ yêu và nhớ Rồi vội vàng ta ngỡ sẽ xa được nhau Để rồi ta thuơng nhớ nhớ thương từng đêm Nếu mình không thể quên thôi thì đừng quên  Đôi khi anh vẫn mong rằng mình đừng có nhau bao giờ Đôi khi anh cố tin thiên đàng ta có sẽ không thể tan Quên nhau ta cố quên nhưng càng thêm nhớ thêm thương nhiều Nước mắt cũng đã khô chẳng còn để khóc nỗi đau còn  Muộn màng là từ lúc ta chưa gặp gỡ Muộn màng là từ lúc ban sơ vừa *** Nghẹn ngào là từ lúc yêu thương vừa chớm Ta hẹn nhau cuối đời nói lời chia tay  Rồi muộn màng ta nói lỡ yêu và nhớ Rồi vội vàng ta ngỡ sẽ xa được nhau Để rồi ta thuơng nhớ nhớ thương từng đêm Nếu mình không thể quên thôi thì đừng quên  Nghẹn ngào là từ lúc yêu thương vừa chớm Ta hẹn nhau cuối đời nói lời chia tay Rồi muộn màng ta nói lỡ yêu và nhớ Rồi vội vàng ta ngỡ sẽ xa được nhau  Để rồi ta thuơng nhớ nhớ thương từng đêm Nếu mình không thể quên thôi thì đừng quên Để rồi ta xa cách nhưng không thể xa Hay là ta sẽ thôi thôi đừng chia xa Thôi thì ta sẽ không bao giờ chia xa ,aae78eb9-7106-4c10-addf-67fa794f24ec,Muộn Màng Là Từ Lúc Cover
